,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
30,2020-02-14,116.84467161595757,69.70343108145482,163.60921861743276,116.84467161595757,116.84467161595757,2.1872356016398284,2.1872356016398284,2.1872356016398284,2.1872356016398284,2.1872356016398284,2.1872356016398284,0.0,0.0,0.0,119.0319072175974
31,2020-02-18,117.8119820158271,71.94790925585588,169.83256150369783,117.8119820158271,117.8119820158271,4.564475776255911,4.564475776255911,4.564475776255911,4.564475776255911,4.564475776255911,4.564475776255911,0.0,0.0,0.0,122.37645779208302
32,2020-02-19,118.05380961579448,72.08018303539481,168.0162042922837,118.05380961579448,118.05380961579448,4.626443976000799,4.626443976000799,4.626443976000799,4.626443976000799,4.626443976000799,4.626443976000799,0.0,0.0,0.0,122.68025359179528
33,2020-02-20,118.2956372155879,74.55383112938887,167.9650801912763,118.2956372155879,118.2956372155879,4.724785144389185,4.724785144389185,4.724785144389185,4.724785144389185,4.724785144389185,4.724785144389185,0.0,0.0,0.0,123.02042235997709
34,2020-02-21,118.53746481538131,72.6243224933692,170.42654612083663,118.53746481538131,118.53746481538131,2.1872356016294052,2.1872356016294052,2.1872356016294052,2.1872356016294052,2.1872356016294052,2.1872356016294052,0.0,0.0,0.0,120.72470041701072
35,2020-02-24,119.26294761476154,73.41562587333976,172.806333809575,119.26294761476154,119.26294761476154,4.480698481261451,4.480698481261451,4.480698481261451,4.480698481261451,4.480698481261451,4.480698481261451,0.0,0.0,0.0,123.743646096023
36,2020-02-25,119.50477521455495,77.57944389036071,173.014079734829,119.50477521455495,119.50477521455495,4.564475776253399,4.564475776253399,4.564475776253399,4.564475776253399,4.564475776253399,4.564475776253399,0.0,0.0,0.0,124.06925099080836
37,2020-02-26,119.74660281434838,78.08962779410763,170.10213095230097,119.74660281434838,119.74660281434838,4.626443976003826,4.626443976003826,4.626443976003826,4.626443976003826,4.626443976003826,4.626443976003826,0.0,0.0,0.0,124.3730467903522
38,2020-02-27,119.98843041414177,78.00754471841167,172.50941217339386,119.98843041414177,119.98843041414177,4.724785144375835,4.724785144375835,4.724785144375835,4.724785144375835,4.724785144375835,4.724785144375835,0.0,0.0,0.0,124.7132155585176
39,2020-02-28,120.23025801393518,77.29477270802397,168.49475792964964,120.23025801393518,120.23025801393518,2.1872356016189816,2.1872356016189816,2.1872356016189816,2.1872356016189816,2.1872356016189816,2.1872356016189816,0.0,0.0,0.0,122.41749361555416
40,2020-03-02,120.95574081331542,78.87359539280713,173.2919422886619,120.95574081331542,120.95574081331542,4.480698481275872,4.480698481275872,4.480698481275872,4.480698481275872,4.480698481275872,4.480698481275872,0.0,0.0,0.0,125.43643929459128
41,2020-03-03,121.19756840253203,80.08759701582647,172.31279373560093,121.19756840253203,121.19756840253203,4.564475776250885,4.564475776250885,4.564475776250885,4.564475776250885,4.564475776250885,4.564475776250885,0.0,0.0,0.0,125.76204417878292
42,2020-03-04,121.43939599174861,79.85341508237508,174.50004493639722,121.43939599174861,121.43939599174861,4.626443976002781,4.626443976002781,4.626443976002781,4.626443976002781,4.626443976002781,4.626443976002781,0.0,0.0,0.0,126.06583996775139
43,2020-03-05,121.68122358096522,76.98701016674886,176.3087330110943,121.68122358096522,121.68122358096522,4.724785144379247,4.724785144379247,4.724785144379247,4.724785144379247,4.724785144379247,4.724785144379247,0.0,0.0,0.0,126.40600872534446
44,2020-03-06,121.92305117018182,73.56742351873471,173.47230319697687,121.92305117018182,121.92305117018182,2.1872356016190913,2.1872356016190913,2.1872356016190913,2.1872356016190913,2.1872356016190913,2.1872356016190913,0.0,0.0,0.0,124.11028677180092
45,2020-03-09,122.64853393783163,78.29972254010754,177.01086491112812,122.64853393783163,122.64853393783163,4.480698481238022,4.480698481238022,4.480698481238022,4.480698481238022,4.480698481238022,4.480698481238022,0.0,0.0,0.0,127.12923241906965
46,2020-03-10,122.89036152704821,82.77838345456229,176.04852736618088,122.89036152704821,122.89036152704821,4.564475776248371,4.564475776248371,4.564475776248371,4.564475776248371,4.564475776248371,4.564475776248371,0.0,0.0,0.0,127.45483730329659
47,2020-03-11,123.13218911626483,77.65864477473365,176.96729001354728,123.13218911626483,123.13218911626483,4.626443976005808,4.626443976005808,4.626443976005808,4.626443976005808,4.626443976005808,4.626443976005808,0.0,0.0,0.0,127.75863309227063
48,2020-03-12,123.37401670548142,82.46270280076536,177.08007085340336,123.37401670548142,123.37401670548142,4.724785144374664,4.724785144374664,4.724785144374664,4.724785144374664,4.724785144374664,4.724785144374664,0.0,0.0,0.0,128.0988018498561
49,2020-03-13,123.61584428725578,79.43472815047062,179.21138168989592,123.61584428725578,123.61584428725578,2.187235601598135,2.187235601598135,2.187235601598135,2.187235601598135,2.187235601598135,2.187235601598135,0.0,0.0,0.0,125.80307988885392
50,2020-03-16,124.3413270325788,84.64478488688901,178.4271771826039,124.3413270325788,124.3413270325788,4.480698481246741,4.480698481246741,4.480698481246741,4.480698481246741,4.480698481246741,4.480698481246741,0.0,0.0,0.0,128.82202551382554
51,2020-03-17,124.58315461435313,81.30789321227013,174.8787083860852,124.58315461435313,124.58315461435313,4.564475776246873,4.564475776246873,4.564475776246873,4.564475776246873,4.564475776246873,4.564475776246873,0.0,0.0,0.0,129.1476303906
52,2020-03-18,124.82498219612746,83.99062306723752,177.36904850715558,124.82498219612746,124.82498219612746,4.626443976001091,4.626443976001091,4.626443976001091,4.626443976001091,4.626443976001091,4.626443976001091,0.0,0.0,0.0,129.45142617212855
53,2020-03-19,125.06680977790182,85.74635318258447,176.76626026226424,125.06680977790182,125.06680977790182,4.724785144370081,4.724785144370081,4.724785144370081,4.724785144370081,4.724785144370081,4.724785144370081,0.0,0.0,0.0,129.7915949222719
54,2020-03-20,125.30863735967615,79.89275925885055,177.28269039322055,125.30863735967615,125.30863735967615,2.1872356016424463,2.1872356016424463,2.1872356016424463,2.1872356016424463,2.1872356016424463,2.1872356016424463,0.0,0.0,0.0,127.4958729613186
55,2020-03-23,126.03412010499919,82.45162463134542,178.04470968258687,126.03412010499919,126.03412010499919,4.480698481249756,4.480698481249756,4.480698481249756,4.480698481249756,4.480698481249756,4.480698481249756,0.0,0.0,0.0,130.51481858624894
56,2020-03-24,126.27594768677352,83.89062558986626,177.3110055708444,126.27594768677352,126.27594768677352,4.564475776243344,4.564475776243344,4.564475776243344,4.564475776243344,4.564475776243344,4.564475776243344,0.0,0.0,0.0,130.84042346301686
57,2020-03-25,126.52721976948958,83.03215220965964,177.07198104376724,126.52721976948958,126.52721976948958,4.626443976000044,4.626443976000044,4.626443976000044,4.626443976000044,4.626443976000044,4.626443976000044,0.0,0.0,0.0,131.1536637454896
58,2020-03-26,126.77849185220562,83.36826420024963,178.1519021028939,126.77849185220562,126.77849185220562,4.724785144381488,4.724785144381488,4.724785144381488,4.724785144381488,4.724785144381488,4.724785144381488,0.0,0.0,0.0,131.50327699658712
59,2020-03-27,127.02976393492168,82.22798839849888,176.09096825735696,127.02976393492168,127.02976393492168,2.1872356016320222,2.1872356016320222,2.1872356016320222,2.1872356016320222,2.1872356016320222,2.1872356016320222,0.0,0.0,0.0,129.2169995365537
60,2020-03-30,127.78358018306982,81.99922576798109,178.80730176528417,127.78358018306982,127.78358018306982,4.48069848125277,4.48069848125277,4.48069848125277,4.48069848125277,4.48069848125277,4.48069848125277,0.0,0.0,0.0,132.26427866432257
61,2020-03-31,128.03485226578587,82.60430037979565,176.15831970786815,128.03485226578587,128.03485226578587,4.564475776254415,4.564475776254415,4.564475776254415,4.564475776254415,4.564475776254415,4.564475776254415,0.0,0.0,0.0,132.5993280420403
62,2020-04-01,128.28612434850191,87.3467310504861,178.6830849226575,128.28612434850191,128.28612434850191,4.6264439759992015,4.6264439759992015,4.6264439759992015,4.6264439759992015,4.6264439759992015,4.6264439759992015,0.0,0.0,0.0,132.9125683245011
63,2020-04-02,128.53739643121796,84.07597379123497,181.93204463447753,128.53739643121796,128.53739643121796,4.724785144376905,4.724785144376905,4.724785144376905,4.724785144376905,4.724785144376905,4.724785144376905,0.0,0.0,0.0,133.26218157559487
64,2020-04-03,128.78866851393403,85.66192487872442,180.933494296113,128.78866851393403,128.78866851393403,2.1872356016321315,2.1872356016321315,2.1872356016321315,2.1872356016321315,2.1872356016321315,2.1872356016321315,0.0,0.0,0.0,130.97590411556615
65,2020-04-06,130.009245325703,87.36168014887369,184.12733443419845,130.009245325703,130.009245325703,4.480698481267192,4.480698481267192,4.480698481267192,4.480698481267192,4.480698481267192,4.480698481267192,0.0,0.0,0.0,134.4899438069702
66,2020-04-07,130.41610426295935,86.92978963645265,181.45605727402992,130.41610426295935,130.41610426295935,4.564475776251902,4.564475776251902,4.564475776251902,4.564475776251902,4.564475776251902,4.564475776251902,0.0,0.0,0.0,134.98058003921125
67,2020-04-08,130.82296320021567,85.8803315408128,182.1211292310295,130.82296320021567,130.82296320021567,4.626443976002228,4.626443976002228,4.626443976002228,4.626443976002228,4.626443976002228,4.626443976002228,0.0,0.0,0.0,135.4494071762179
68,2020-04-09,131.229822137472,87.6506473202559,183.54845524484625,131.229822137472,131.229822137472,4.724785144380317,4.724785144380317,4.724785144380317,4.724785144380317,4.724785144380317,4.724785144380317,0.0,0.0,0.0,135.95460728185233
69,2020-04-13,132.85725788649734,87.77754885456882,184.64037763202316,132.85725788649734,132.85725788649734,4.480698481270207,4.480698481270207,4.480698481270207,4.480698481270207,4.480698481270207,4.480698481270207,0.0,0.0,0.0,137.33795636776753
70,2020-04-14,133.26411682375368,93.72175057801066,183.56647836609991,133.26411682375368,133.26411682375368,4.564475776249389,4.564475776249389,4.564475776249389,4.564475776249389,4.564475776249389,4.564475776249389,0.0,0.0,0.0,137.82859260000308
71,2020-04-15,133.67097576101,90.15061013682931,185.9628051702448,133.67097576101,133.67097576101,4.626443976001382,4.626443976001382,4.626443976001382,4.626443976001382,4.626443976001382,4.626443976001382,0.0,0.0,0.0,138.29741973701138
72,2020-04-16,134.07783469826634,92.95053703452625,190.20678866443473,134.07783469826634,134.07783469826634,4.724785144374961,4.724785144374961,4.724785144374961,4.724785144374961,4.724785144374961,4.724785144374961,0.0,0.0,0.0,138.8026198426413
73,2020-04-17,134.70004705418086,86.9347690005057,185.3443664183795,134.70004705418086,134.70004705418086,2.187235601611285,2.187235601611285,2.187235601611285,2.187235601611285,2.187235601611285,2.187235601611285,0.0,0.0,0.0,136.88728265579215
74,2020-04-20,136.56668412192434,95.17397270088512,187.70100635489018,136.56668412192434,136.56668412192434,4.480698481278925,4.480698481278925,4.480698481278925,4.480698481278925,4.480698481278925,4.480698481278925,0.0,0.0,0.0,141.04738260320326
75,2020-04-21,137.18889647783885,91.67831129629593,191.95789128901913,137.18889647783885,137.18889647783885,4.564475776259442,4.564475776259442,4.564475776259442,4.564475776259442,4.564475776259442,4.564475776259442,0.0,0.0,0.0,141.75337225409828
76,2020-04-22,137.81110883375334,96.37072491335957,190.09557734804778,137.81110883375334,137.81110883375334,4.626443976004409,4.626443976004409,4.626443976004409,4.626443976004409,4.626443976004409,4.626443976004409,0.0,0.0,0.0,142.43755280975773
77,2020-04-23,138.43332118966782,95.29528151617761,191.42174701787934,138.43332118966782,138.43332118966782,4.724785144378373,4.724785144378373,4.724785144378373,4.724785144378373,4.724785144378373,4.724785144378373,0.0,0.0,0.0,143.15810633404618
78,2020-04-24,139.0555335455823,92.6589538768233,188.89473127121732,139.0555335455823,139.0555335455823,2.1872356016113943,2.1872356016113943,2.1872356016113943,2.1872356016113943,2.1872356016113943,2.1872356016113943,0.0,0.0,0.0,141.2427691471937
79,2020-04-27,140.9221706133258,100.16307610582297,195.2321149347371,140.9221706133258,140.9221706133258,4.48069848124678,4.48069848124678,4.48069848124678,4.48069848124678,4.48069848124678,4.48069848124678,0.0,0.0,0.0,145.40286909457257
80,2020-04-28,141.54438296924033,101.81754845179721,192.32658624172387,141.54438296924033,141.54438296924033,4.564475776256928,4.564475776256928,4.564475776256928,4.564475776256928,4.564475776256928,4.564475776256928,0.0,0.0,0.0,146.10885874549726
81,2020-04-29,142.45799825505782,97.07652143166831,199.4148386675732,142.45799825505782,142.45799825505782,4.626443975999692,4.626443975999692,4.626443975999692,4.626443975999692,4.626443975999692,4.626443975999692,0.0,0.0,0.0,147.0844422310575
82,2020-04-30,143.37161354087533,102.10880794556725,193.64134333356816,143.37161354087533,143.37161354087533,4.724785144373791,4.724785144373791,4.724785144373791,4.724785144373791,4.724785144373791,4.724785144373791,0.0,0.0,0.0,148.0963986852491
83,2020-05-01,144.28522882669282,97.84009425189159,197.4679702741188,144.28522882669282,144.28522882669282,2.1872356016346393,2.1872356016346393,2.1872356016346393,2.1872356016346393,2.1872356016346393,2.1872356016346393,0.0,0.0,0.0,146.47246442832744
84,2020-05-04,147.02607468414536,104.0377010971458,204.0852997623752,147.02607468414536,147.02607468414536,4.480698481255497,4.480698481255497,4.480698481255497,4.480698481255497,4.480698481255497,4.480698481255497,0.0,0.0,0.0,151.50677316540086
85,2020-05-05,147.9396899699629,102.93648088697242,200.14318181982043,147.9396899699629,147.9396899699629,4.564475776254416,4.564475776254416,4.564475776254416,4.564475776254416,4.564475776254416,4.564475776254416,0.0,0.0,0.0,152.50416574621732
86,2020-05-06,148.85330525578038,104.52259675722253,202.1437956443234,148.85330525578038,148.85330525578038,4.62644397600272,4.62644397600272,4.62644397600272,4.62644397600272,4.62644397600272,4.62644397600272,0.0,0.0,0.0,153.4797492317831
87,2020-05-07,149.7669205415979,111.45525608955217,202.26531939293523,149.7669205415979,149.7669205415979,4.7247851443772015,4.7247851443772015,4.7247851443772015,4.7247851443772015,4.7247851443772015,4.7247851443772015,0.0,0.0,0.0,154.4917056859751
88,2020-05-08,150.68053582741538,106.30218529004773,197.00590382640877,150.68053582741538,150.68053582741538,2.1872356016347476,2.1872356016347476,2.1872356016347476,2.1872356016347476,2.1872356016347476,2.1872356016347476,0.0,0.0,0.0,152.86777142905012
89,2020-05-11,154.4696796471138,108.87584671833055,204.25312410952597,154.4696796471138,154.4696796471138,4.480698481258513,4.480698481258513,4.480698481258513,4.480698481258513,4.480698481258513,4.480698481258513,0.0,0.0,0.0,158.9503781283723
90,2020-05-12,155.73272758701327,114.73602826572879,210.77501622040717,155.73272758701327,155.73272758701327,4.56447577625292,4.56447577625292,4.56447577625292,4.56447577625292,4.56447577625292,4.56447577625292,0.0,0.0,0.0,160.2972033632662
91,2020-05-13,156.99577552691272,116.6666981007747,207.9231483906551,156.99577552691272,156.99577552691272,4.626443976001673,4.626443976001673,4.626443976001673,4.626443976001673,4.626443976001673,4.626443976001673,0.0,0.0,0.0,161.6222195029144
92,2020-05-14,158.2588234668122,116.7425164433336,210.33969765547087,158.2588234668122,158.2588234668122,4.72478514437262,4.72478514437262,4.72478514437262,4.72478514437262,4.72478514437262,4.72478514437262,0.0,0.0,0.0,162.98360861118482
93,2020-05-15,159.52187140671168,115.78903511470395,207.5263063126759,159.52187140671168,159.52187140671168,2.1872356016243257,2.1872356016243257,2.1872356016243257,2.1872356016243257,2.1872356016243257,2.1872356016243257,0.0,0.0,0.0,161.70910700833602
94,2020-05-18,163.3110152264101,120.44153050771665,213.51920113575207,163.3110152264101,163.3110152264101,4.48069848123207,4.48069848123207,4.48069848123207,4.48069848123207,4.48069848123207,4.48069848123207,0.0,0.0,0.0,167.79171370764217
95,2020-05-19,164.57406316630957,120.43599068640141,217.00429113479805,164.57406316630957,164.57406316630957,4.564475776251422,4.564475776251422,4.564475776251422,4.564475776251422,4.564475776251422,4.564475776251422,0.0,0.0,0.0,169.13853894256098
96,2020-05-20,165.83711110620905,123.81383147469316,218.0531171800004,165.83711110620905,165.83711110620905,4.626443976000829,4.626443976000829,4.626443976000829,4.626443976000829,4.626443976000829,4.626443976000829,0.0,0.0,0.0,170.4635550822099
97,2020-05-21,167.48545485682652,124.38278980616053,219.96215406173903,167.48545485682652,167.48545485682652,4.724785144384025,4.724785144384025,4.724785144384025,4.724785144384025,4.724785144384025,4.724785144384025,0.0,0.0,0.0,172.21024000121054
98,2020-05-22,169.13379860744402,123.07671157996442,216.7397771509596,169.13379860744402,169.13379860744402,2.1872356016139016,2.1872356016139016,2.1872356016139016,2.1872356016139016,2.1872356016139016,2.1872356016139016,0.0,0.0,0.0,171.32103420905793
99,2020-05-26,175.72717360991388,134.9835858612611,229.85861965576268,175.72717360991388,175.72717360991388,4.564475776248908,4.564475776248908,4.564475776248908,4.564475776248908,4.564475776248908,4.564475776248908,0.0,0.0,0.0,180.2916493861628
100,2020-05-27,177.37551736053135,135.1069271396983,227.42725600871043,177.37551736053135,177.37551736053135,4.626443975999983,4.626443975999983,4.626443975999983,4.626443975999983,4.626443975999983,4.626443975999983,0.0,0.0,0.0,182.00196133653134
101,2020-05-28,179.02386111114885,134.22841908991737,234.14680053215466,179.02386111114885,179.02386111114885,4.72478514437867,4.72478514437867,4.72478514437867,4.72478514437867,4.72478514437867,4.72478514437867,0.0,0.0,0.0,183.74864625552752
102,2020-05-29,180.6722048617663,132.96977806600225,230.59150477422276,180.6722048617663,180.6722048617663,2.187235601647679,2.187235601647679,2.187235601647679,2.187235601647679,2.187235601647679,2.187235601647679,0.0,0.0,0.0,182.85944046341396
103,2020-06-01,185.61723611361873,139.72198224599538,239.8108722699683,185.61723611361873,185.61723611361873,4.480698481249505,4.480698481249505,4.480698481249505,4.480698481249505,4.480698481249505,4.480698481249505,0.0,0.0,0.0,190.09793459486824
104,2020-06-02,187.26557986423617,140.5854749574322,238.97872970286767,187.26557986423617,187.26557986423617,4.564475776246397,4.564475776246397,4.564475776246397,4.564475776246397,4.564475776246397,4.564475776246397,0.0,0.0,0.0,191.83005564048256
105,2020-06-03,188.91392361485367,151.73806812321612,243.76623254661973,188.91392361485367,188.91392361485367,4.626443976003011,4.626443976003011,4.626443976003011,4.626443976003011,4.626443976003011,4.626443976003011,0.0,0.0,0.0,193.54036759085668
106,2020-06-04,190.8404176580011,149.5976514362486,243.6334734243666,190.8404176580011,190.8404176580011,4.724785144382081,4.724785144382081,4.724785144382081,4.724785144382081,4.724785144382081,4.724785144382081,0.0,0.0,0.0,195.56520280238317
107,2020-06-05,192.76691170114853,147.79004432963745,241.84037823151166,192.76691170114853,192.76691170114853,2.1872356016477887,2.1872356016477887,2.1872356016477887,2.1872356016477887,2.1872356016477887,2.1872356016477887,0.0,0.0,0.0,194.95414730279631
108,2020-06-08,198.5463938305909,158.3459774799648,253.85975047157956,198.5463938305909,198.5463938305909,4.480698481252521,4.480698481252521,4.480698481252521,4.480698481252521,4.480698481252521,4.480698481252521,0.0,0.0,0.0,203.0270923118434
109,2020-06-09,200.4728878737383,156.8191205396079,250.69679368851456,200.4728878737383,200.4728878737383,4.564475776256451,4.564475776256451,4.564475776256451,4.564475776256451,4.564475776256451,4.564475776256451,0.0,0.0,0.0,205.03736364999475
110,2020-06-10,202.39938191688574,157.4251909274419,256.2203766878997,202.39938191688574,202.39938191688574,4.626443976006038,4.626443976006038,4.626443976006038,4.626443976006038,4.626443976006038,4.626443976006038,0.0,0.0,0.0,207.0258258928918
111,2020-06-11,204.32587596003316,163.06404148373667,260.1930974066866,204.32587596003316,204.32587596003316,4.724785144377498,4.724785144377498,4.724785144377498,4.724785144377498,4.724785144377498,4.724785144377498,0.0,0.0,0.0,209.05066110441066
112,2020-06-12,206.2523700031806,161.9714892565901,258.11501198527253,206.2523700031806,206.2523700031806,2.187235601626832,2.187235601626832,2.187235601626832,2.187235601626832,2.187235601626832,2.187235601626832,0.0,0.0,0.0,208.43960560480744
113,2020-06-15,212.03185213262296,168.0131095000504,264.20000134731475,212.03185213262296,212.03185213262296,4.480698481261238,4.480698481261238,4.480698481261238,4.480698481261238,4.480698481261238,4.480698481261238,0.0,0.0,0.0,216.5125506138842
114,2020-06-16,213.95844486042176,171.03026123712695,268.8291821688047,213.95844486042176,213.95844486042176,4.564475776254953,4.564475776254953,4.564475776254953,4.564475776254953,4.564475776254953,4.564475776254953,0.0,0.0,0.0,218.52292063667673
115,2020-06-17,215.8850375882206,175.0808492950464,269.18409457240136,215.8850375882206,215.8850375882206,4.626443976005192,4.626443976005192,4.626443976005192,4.626443976005192,4.626443976005192,4.626443976005192,0.0,0.0,0.0,220.5114815642258
